text	public_metrics	created_at	Google_Translation	@	names	places	village	region	district
it's an indisputable Adan sunna was sent from Northern Somalia separists the timing couldn't be better when the large scale of Al-shabaab weakening and election/selection of Southern are been expected to take place soon he's reinforcement agent representing by @musebiihi &amp; others https://t.co/9KeZ6IXTlh		2022-03-27T12:33:05.000Z		['@musebiihi']	['Adan sunna']		[]	[]	[]
"Laftagareen the Puppet of @M_Farmaajo says that they(Rahanweyn)will lead the nation. This strengthens the agenda of ex-president @M_Farmaajo where he wants Rahanweyn to be prime minister as reward for their votes in the delayed election
#Somalia #Mogadishu https://t.co/0hMQqiVeQM"		2022-03-27T12:19:09.000Z		['@M_Farmaajo', '@M_Farmaajo']	[]		['Mogadishu']	['Banadir']	['Banadir']
RT @sbcsomalitv: Galmadug #President @MrQoorqoor and his Southwest counterpart @Laftagareen meet #Senators and #MPs who were elected recent…		2022-03-27T12:08:39.000Z		['@sbcsomalitv:', '@MrQoorqoor', '@Laftagareen']	[]		[]	[]	[]
The conclusion of Somalia's election will not only help in the establishment of legitimate offices and stable institutions, but will also alleviate the anxiety of ordinary citizens. A shop owner in Mogadishu tells you that such an item is expensive because of election delays.		2022-03-27T11:21:51.000Z		[]	[]		['Mogadishu']	['Banadir']	['Banadir']
RT @mrbidhaan: I had the pleasure to meet US Amb to Somalia Mr. Andre where we discussed the importance of continuing the ongoing economic…		2022-03-27T11:18:15.000Z		['@mrbidhaan:']	[]		[]	[]	[]
@HShPrez2Ware This election has proven that Hirshabelle people can't be controlled by anyone. Next steps untangle Farmajo-Fahad influence &amp; make it independent entity that is controlled by its people. Demand 30% taxes collected from Mogadishu to fund state's budget #Hiiraan #Somalia		2022-03-27T11:00:09.000Z		['@HShPrez2Ware']	[]		['Mogadishu', 'Tuulo Hiiraan']	['Hiraan', 'Banadir']	['Banadir', 'Belet Weyne']
"2/2: Election possibilities:

Possibility 2
If Madobe doesn't stays loyal for Dani:
Round 1: Jubaland votes➡️Dani
Round 2: Jubaland votes➡️Sharif Sheikh A.

Last Round: Farmaajo VS Sharif Sheikh

Sharif Sheikh will be the President of Somalia."		2022-03-27T10:51:45.000Z		[]	[]		['Dani', 'Sheikh']	['Jubbaland', 'Togdheer', 'Lower Shabelle']	['Sheikh', 'Wanla Weyn']
"1/2: Election possibilities:

Possibility 1
If Madobe stays loyal for Dani:
Round 1: Jubaland votes➡️Dani
Round 2: Jubaland votes➡️Dani
Last Round: Farmajo VS Dani

Farmajo will be the reelected President of Somalia."		2022-03-27T10:51:00.000Z		[]	[]		['Dani']	['Jubbaland', 'Lower Shabelle']	['Wanla Weyn']
RT @alihwarsame: #Somalia is going through a rough ride but I do still see light at the end of the tunnel. Regardless of how messy the elec…		2022-03-27T10:37:09.000Z		['@alihwarsame:']	[]		[]	[]	[]
"RT @Deeqa_lulu: Mr @UNSomalia  can you let the Somali ppl live in peace 🕊️✌🏽🙄🙄🙄 
This is not a joke, people die of hunger and thirst.  Let'…"		2022-03-27T10:26:48.000Z		['@Deeqa_lulu:', '@UNSomalia']	[]		[]	[]	[]
RT @SuleimanHashi: Somali President @M_Farmaajo today has chaired the security meeting with the commanders, Somalia encountering anxiety te…		2022-03-27T10:25:33.000Z		['@SuleimanHashi:', '@M_Farmaajo']	[]		[]	[]	[]
"RT @Deeqa_lulu: Mr @UNSomalia  can you let the Somali ppl live in peace 🕊️✌🏽🙄🙄🙄 
This is not a joke, people die of hunger and thirst.  Let'…"		2022-03-27T10:23:13.000Z		['@Deeqa_lulu:', '@UNSomalia']	[]		[]	[]	[]
"#Somalia PM @MohamedHRoble summons top security and military officers for a meeting hours after @M_Farmaajo instructed them to strengthen the security in Mogadishu.

Relations between the two leaders have long been frosty over election/security control.
https://t.co/pJrPoPNdvp"		2022-03-27T09:56:16.000Z		['@MohamedHRoble', '@M_Farmaajo']	[]		['Mogadishu']	['Banadir']	['Banadir']
Gudlawe should keep the momentum with being effective leader. Next step after election take Hirshabelle out of the influence of Villa Somalia and make it independent entity that is controlled by its people. Demand 30% taxes collected from Mogadishu to fund state's budget #Somalia https://t.co/Ii7FyvUlYz		2022-03-27T09:55:22.000Z		[]	[]		['Mogadishu']	['Banadir']	['Banadir']
"RT @Deeqa_lulu: Mr @UNSomalia  can you let the Somali ppl live in peace 🕊️✌🏽🙄🙄🙄 
This is not a joke, people die of hunger and thirst.  Let'…"		2022-03-27T09:25:22.000Z		['@Deeqa_lulu:', '@UNSomalia']	[]		[]	[]	[]
"RT @Deeqa_lulu: Mr @UNSomalia  can you let the Somali ppl live in peace 🕊️✌🏽🙄🙄🙄 
This is not a joke, people die of hunger and thirst.  Let'…"		2022-03-27T08:56:28.000Z		['@Deeqa_lulu:', '@UNSomalia']	[]		[]	[]	[]
"RT @Deeqa_lulu: Mr @UNSomalia  can you let the Somali ppl live in peace 🕊️✌🏽🙄🙄🙄 
This is not a joke, people die of hunger and thirst.  Let'…"		2022-03-27T08:54:35.000Z		['@Deeqa_lulu:', '@UNSomalia']	[]		[]	[]	[]
"Somalia: 7 candidates line up contest for a seat whose election is to be held today in Beledweyne.
➡️https://t.co/Q4Jet230NE https://t.co/VeiBaizE3O"		2022-03-27T07:46:35.000Z		[]	[]		[]	[]	[]
"RT @Deeqa_lulu: Mr @UNSomalia  can you let the Somali ppl live in peace 🕊️✌🏽🙄🙄🙄 
This is not a joke, people die of hunger and thirst.  Let'…"		2022-03-27T07:33:18.000Z		['@Deeqa_lulu:', '@UNSomalia']	[]		[]	[]	[]
RT @Kalfadhi_SO: The election for the HOP058 seat in the 11th House of the People is set to take place in Beledweyne today. Electoral commi…		2022-03-27T06:51:41.000Z		['@Kalfadhi_SO:']	[]		[]	[]	[]
The election of HOP058 seat which will be contesting 7 candidates including Ex-NISA chief and former #Hirshabelle president is to kick-off  today in central #Somalia town of Baladweyne. https://t.co/MUmefCqRDX		2022-03-27T06:51:17.000Z		[]	[]		[]	[]	[]
RT @alihwarsame: #Somalia is going through a rough ride but I do still see light at the end of the tunnel. Regardless of how messy the elec…		2022-03-27T06:50:02.000Z		['@alihwarsame:']	[]		[]	[]	[]
RT @sbcsomalitv: Galmadug #President @MrQoorqoor and his Southwest counterpart @Laftagareen meet #Senators and #MPs who were elected recent…		2022-03-27T06:44:01.000Z		['@sbcsomalitv:', '@MrQoorqoor', '@Laftagareen']	[]		[]	[]	[]
"RT @Deeqa_lulu: Mr @UNSomalia  can you let the Somali ppl live in peace 🕊️✌🏽🙄🙄🙄 
This is not a joke, people die of hunger and thirst.  Let'…"		2022-03-27T06:42:16.000Z		['@Deeqa_lulu:', '@UNSomalia']	[]		[]	[]	[]
Galmadug #President @MrQoorqoor and his Southwest counterpart @Laftagareen meet #Senators and #MPs who were elected recently. The legislators will represent the #regional states at #federal level in the next four years. #somalia #election https://t.co/Q9odJvHofI		2022-03-27T06:28:17.000Z		['@MrQoorqoor', '@Laftagareen']	[]		[]	[]	[]
Galmadug #President @MrQoorqoor and his Southwest counterpart @Laftagareen meet #Senators and #MPs who were elected recently. The legislators will represent the #regional states at #federal level in the next four years. #somalia #election https://t.co/IZVQlb5yJ1		2022-03-27T06:28:02.000Z		['@MrQoorqoor', '@Laftagareen']	[]		[]	[]	[]
The election for the HOP058 seat in the 11th House of the People is set to take place in Beledweyne today. Electoral commission had planned to hold the poll yesterday, but it was postponed. Now, seven individuals are vying for the seat, one of whom is a female candidate. #Somalia https://t.co/nAQ9UK8UEK		2022-03-27T06:24:57.000Z		[]	[]		[]	[]	[]
"RT @Deeqa_lulu: Mr @UNSomalia  can you let the Somali ppl live in peace 🕊️✌🏽🙄🙄🙄 
This is not a joke, people die of hunger and thirst.  Let'…"		2022-03-27T06:22:17.000Z		['@Deeqa_lulu:', '@UNSomalia']	[]		[]	[]	[]
The election for the HOP058 seat in the 11th House of the People is set to take place in Beledweyne today. Electoral commission had planned to hold the poll yesterday, but it was postponed. Now, seven individuals are vying for the seat, one of whom is a female candidate. #Somalia https://t.co/0dEGARmhJ6		2022-03-27T06:21:23.000Z		[]	[]		[]	[]	[]
"#Hirshabelle State Electoral body  is today expected to hold election for  HOP058 seat in #Beledweyne town.

The electoral commission on Saturday registered seven candidates for the seat, previously held by Nur Idow Beyle, who dropped out of the race.
#Somalia https://t.co/MEq5RsxNyH"		2022-03-27T05:48:37.000Z		[]	['Nur Idow']		[]	[]	[]
"RT @Deeqa_lulu: Mr @UNSomalia  can you let the Somali ppl live in peace 🕊️✌🏽🙄🙄🙄 
This is not a joke, people die of hunger and thirst.  Let'…"		2022-03-27T04:45:50.000Z		['@Deeqa_lulu:', '@UNSomalia']	[]		[]	[]	[]
RT @SuleimanHashi: Somali President @M_Farmaajo today has chaired the security meeting with the commanders, Somalia encountering anxiety te…		2022-03-27T03:42:56.000Z		['@SuleimanHashi:', '@M_Farmaajo']	[]		[]	[]	[]
RT @ACeyrow: How can @SaidAbdullahiDe contest for the presidency of #Somalia, while not adhering to the regional constitution of #Puntland,…		2022-03-27T03:30:05.000Z		['@ACeyrow:', '@SaidAbdullahiDe']	[]		[]	['Puntland']	[]
"RT @J100weShire: Breaking!!!

🚨An insider from @TheVillaSomalia has informed me that the Somalia's forthcoming presidential election will n…"		2022-03-27T03:26:37.000Z		['@J100weShire:', '@TheVillaSomalia']	[]		[]	[]	[]
"Breaking!!!

🚨An insider from @TheVillaSomalia has informed me that the Somalia's forthcoming presidential election will not be contested by @M Farmaajo.✅

Also, his altercation with Fahad late hours this night was quite intense. 

Cadowga 🇸🇴 ilhay ha isku jabiyo. Amiin🙏🙏"		2022-03-27T03:01:29.000Z		['@TheVillaSomalia', '@M']	[]		[]	[]	[]
"How can @SaidAbdullahiDe contest for the presidency of #Somalia, while not adhering to the regional constitution of #Puntland, which explicitly states that “No public official shall become a candidate in any election, without first resigning his/her post”

What a circus. https://t.co/4hy8JB3RtE"		2022-03-27T02:43:55.000Z		['@SaidAbdullahiDe']	[]		[]	['Puntland']	[]
Shabaab kills dozens in twin suicide bombings targeting Somalia’s election process | FDD's Long War Journal https://t.co/MDunklHsgK		2022-03-27T02:38:08.000Z		[]	[]		[]	[]	[]
RT @SuleimanHashi: Somali President @M_Farmaajo today has chaired the security meeting with the commanders, Somalia encountering anxiety te…		2022-03-27T02:35:45.000Z		['@SuleimanHashi:', '@M_Farmaajo']	[]		[]	[]	[]
@SomPundit The more candidates in the election, the better chance for Somalia and @M_Farmaajo.		2022-03-27T02:15:22.000Z		['@SomPundit', '@M_Farmaajo.']	[]		[]	[]	[]
"RT @Deeqa_lulu: Mr @UNSomalia  can you let the Somali ppl live in peace 🕊️✌🏽🙄🙄🙄 
This is not a joke, people die of hunger and thirst.  Let'…"		2022-03-27T02:03:34.000Z		['@Deeqa_lulu:', '@UNSomalia']	[]		[]	[]	[]
🇸🇴 people suffer most man in 21 century 4 free election,sovereignty and the peaceful 🇸🇴 people need at most #jame swan most leave our country #Somalia. https://t.co/B1o278Lu6X		2022-03-27T01:23:25.000Z		[]	[]		[]	[]	[]
"RT @Deeqa_lulu: Mr @UNSomalia  can you let the Somali ppl live in peace 🕊️✌🏽🙄🙄🙄 
This is not a joke, people die of hunger and thirst.  Let'…"		2022-03-27T00:35:53.000Z		['@Deeqa_lulu:', '@UNSomalia']	[]		[]	[]	[]
RT @SuleimanHashi: Somali President @M_Farmaajo today has chaired the security meeting with the commanders, Somalia encountering anxiety te…		2022-03-27T00:35:08.000Z		['@SuleimanHashi:', '@M_Farmaajo']	[]		[]	[]	[]
"RT @Deeqa_lulu: Mr @UNSomalia  can you let the Somali ppl live in peace 🕊️✌🏽🙄🙄🙄 
This is not a joke, people die of hunger and thirst.  Let'…"		2022-03-27T00:29:42.000Z		['@Deeqa_lulu:', '@UNSomalia']	[]		[]	[]	[]
RT @alihwarsame: #Somalia is going through a rough ride but I do still see light at the end of the tunnel. Regardless of how messy the elec…		2022-03-27T00:20:55.000Z		['@alihwarsame:']	[]		[]	[]	[]
"RT @Deeqa_lulu: Mr @UNSomalia  can you let the Somali ppl live in peace 🕊️✌🏽🙄🙄🙄 
This is not a joke, people die of hunger and thirst.  Let'…"		2022-03-27T00:09:25.000Z		['@Deeqa_lulu:', '@UNSomalia']	[]		[]	[]	[]
RT @SuleimanHashi: Somali President @M_Farmaajo today has chaired the security meeting with the commanders, Somalia encountering anxiety te…		2022-03-26T23:55:06.000Z		['@SuleimanHashi:', '@M_Farmaajo']	[]		[]	[]	[]
"RT @Deeqa_lulu: Mr @UNSomalia  can you let the Somali ppl live in peace 🕊️✌🏽🙄🙄🙄 
This is not a joke, people die of hunger and thirst.  Let'…"		2022-03-26T23:50:43.000Z		['@Deeqa_lulu:', '@UNSomalia']	[]		[]	[]	[]
"RT @Deeqa_lulu: Mr @UNSomalia  can you let the Somali ppl live in peace 🕊️✌🏽🙄🙄🙄 
This is not a joke, people die of hunger and thirst.  Let'…"		2022-03-26T23:44:10.000Z		['@Deeqa_lulu:', '@UNSomalia']	[]		[]	[]	[]
RT @JustAwHirsi: The Somalia election will not be determined by paid trolls who heap insults and death threats on anyone deemed to be think…		2022-03-26T23:24:22.000Z		['@JustAwHirsi:']	[]		[]	[]	[]
RT @SuleimanHashi: Somali President @M_Farmaajo today has chaired the security meeting with the commanders, Somalia encountering anxiety te…		2022-03-26T23:13:39.000Z		['@SuleimanHashi:', '@M_Farmaajo']	[]		[]	[]	[]
RT @SuleimanHashi: Somali President @M_Farmaajo today has chaired the security meeting with the commanders, Somalia encountering anxiety te…		2022-03-26T22:42:14.000Z		['@SuleimanHashi:', '@M_Farmaajo']	[]		[]	[]	[]
RT @alihwarsame: #Somalia is going through a rough ride but I do still see light at the end of the tunnel. Regardless of how messy the elec…		2022-03-26T22:18:22.000Z		['@alihwarsame:']	[]		[]	[]	[]
As new members who likely have a good relationship with the terrorist group al-Shabaab joined the 11th Parliament, I am concerned about the security of many of the new MPs in the post-election. #Somalia https://t.co/G9CHVOxgo0		2022-03-26T21:42:18.000Z		[]	[]		[]	[]	[]
RT @alihwarsame: #Somalia is going through a rough ride but I do still see light at the end of the tunnel. Regardless of how messy the elec…		2022-03-26T21:35:39.000Z		['@alihwarsame:']	[]		[]	[]	[]
"@Abdimalek11 @SomPundit That's your wishful thinking: first only Allah knows the future. But definitely Farmaajo is the front runner for the incoming election &amp; it's more likely that he will be reelected as We couldn't see any candidate that can challenged him.
That's the reality liked or not!
#Somalia"		2022-03-26T20:59:42.000Z		['@Abdimalek11', '@SomPundit']	[]		[]	[]	[]
@TomMoncivais @Siralanhe @business @GBNEWS @SkyNewsBreak Was Venezuela, Syria, Yemen , Lybia, Afghanistan, Ukraine , Somalia? All had US foreign policy intervention in the past 30 years but Russia didn't get a fair election? Go Fuck yourself.		2022-03-26T20:35:52.000Z		['@TomMoncivais', '@Siralanhe', '@business', '@GBNEWS', '@SkyNewsBreak']	[]		[]	[]	[]
@somalilandmfa Why Somalia dare to cut ties wih the USA while they clearly declared that they don't recognise anything called Somaliland. The US give you a clear roadmap stop misleading the people and cheap politics of your re election 🙄		2022-03-26T20:35:36.000Z		['@somalilandmfa']	[]		['Dare']	['Sool']	['Xudun']
RT @SuleimanHashi: Somali President @M_Farmaajo today has chaired the security meeting with the commanders, Somalia encountering anxiety te…		2022-03-26T20:22:05.000Z		['@SuleimanHashi:', '@M_Farmaajo']	[]		[]	[]	[]
RT @SuleimanHashi: Somali President @M_Farmaajo today has chaired the security meeting with the commanders, Somalia encountering anxiety te…		2022-03-26T20:16:35.000Z		['@SuleimanHashi:', '@M_Farmaajo']	[]		[]	[]	[]
RT @JustAwHirsi: The Somalia election will not be determined by paid trolls who heap insults and death threats on anyone deemed to be think…		2022-03-26T20:13:39.000Z		['@JustAwHirsi:']	[]		[]	[]	[]
RT @SuleimanHashi: Somali President @M_Farmaajo today has chaired the security meeting with the commanders, Somalia encountering anxiety te…		2022-03-26T20:13:31.000Z		['@SuleimanHashi:', '@M_Farmaajo']	[]		[]	[]	[]
RT @SuleimanHashi: Somali President @M_Farmaajo today has chaired the security meeting with the commanders, Somalia encountering anxiety te…		2022-03-26T20:13:03.000Z		['@SuleimanHashi:', '@M_Farmaajo']	[]		[]	[]	[]
"RT @Deeqa_lulu: Mr @UNSomalia  can you let the Somali ppl live in peace 🕊️✌🏽🙄🙄🙄 
This is not a joke, people die of hunger and thirst.  Let'…"		2022-03-26T20:00:51.000Z		['@Deeqa_lulu:', '@UNSomalia']	[]		[]	[]	[]
"RT @iyoba4u: .@IlhanMN,
Why don't you care more for your disintegrated country, #Somalia, than pretending to care for #Ethiopia ⁉️

This is…"		2022-03-26T19:57:26.000Z		['@iyoba4u:', '@IlhanMN,\nWhy']	[]		[]	[]	[]
RT @SuleimanHashi: Somali President @M_Farmaajo today has chaired the security meeting with the commanders, Somalia encountering anxiety te…		2022-03-26T19:50:22.000Z		['@SuleimanHashi:', '@M_Farmaajo']	[]		[]	[]	[]
Somali President @M_Farmaajo today has chaired the security meeting with the commanders, Somalia encountering anxiety terror attacks, while Somali politicians trying to take advantage by Somali people's blood, at this crucial election period! https://t.co/hxyobBldPo		2022-03-26T19:50:06.000Z		['@M_Farmaajo']	[]		[]	[]	[]
"RT @Deeqa_lulu: Mr @UNSomalia  can you let the Somali ppl live in peace 🕊️✌🏽🙄🙄🙄 
This is not a joke, people die of hunger and thirst.  Let'…"		2022-03-26T19:45:41.000Z		['@Deeqa_lulu:', '@UNSomalia']	[]		[]	[]	[]
"RT @Deeqa_lulu: Mr @UNSomalia  can you let the Somali ppl live in peace 🕊️✌🏽🙄🙄🙄 
This is not a joke, people die of hunger and thirst.  Let'…"		2022-03-26T19:03:15.000Z		['@Deeqa_lulu:', '@UNSomalia']	[]		[]	[]	[]
RT @Hakim81698790: @InaHassan3 @HusseinM12 @DaudElyas @US2SOMALIA @UKinSomalia @EU_in_Somalia @UNSomalia @SahanResearch These guys see the…		2022-03-26T18:33:26.000Z		['@Hakim81698790:', '@InaHassan3', '@HusseinM12', '@DaudElyas', '@US2SOMALIA', '@UKinSomalia', '@EU_in_Somalia', '@UNSomalia', '@SahanResearch']	[]		[]	[]	[]
RT @alihwarsame: #Somalia is going through a rough ride but I do still see light at the end of the tunnel. Regardless of how messy the elec…		2022-03-26T18:22:29.000Z		['@alihwarsame:']	[]		[]	[]	[]
"@InaHassan3 @HusseinM12 @DaudElyas @US2SOMALIA @UKinSomalia @EU_in_Somalia @UNSomalia @SahanResearch These guys see the writing in the wall, they know that farmaajo bis the winner of this election. So they are trying to do what ever they can to prevent election from happing. 

So they want to see if they can stir up their tribes. So another civil war can start. https://t.co/t7yAzaJ1jb"		2022-03-26T18:18:28.000Z		['@InaHassan3', '@HusseinM12', '@DaudElyas', '@US2SOMALIA', '@UKinSomalia', '@EU_in_Somalia', '@UNSomalia', '@SahanResearch']	[]		[]	[]	[]
"Mr @UNSomalia  can you let the Somali ppl live in peace 🕊️✌🏽🙄🙄🙄 
This is not a joke, people die of hunger and thirst.  Let's us choose the president who will guarantee us a stable life and stop interfering with election!!!

We are human in somalia and our lives matter 😭 https://t.co/iU6fukrYVK"		2022-03-26T17:58:52.000Z		['@UNSomalia']	[]		[]	[]	[]
RT @GaroweOnline: #cartoon Ignoring security and failing to control the security agencies resulted in growing terrorist attacks and cast do…		2022-03-26T17:48:57.000Z		['@GaroweOnline:']	[]		[]	[]	[]
Mashallah may Allah bless president farmajo for his selfless leadership qualities may the almighty Allah help him to achieve his target of liberating Somalia and transform it into a peaceful country, may Allah help him to  win again in the coming election https://t.co/sT2UizzYUL		2022-03-26T17:48:18.000Z		[]	[]		[]	[]	[]
"Former National Intelligence and Security Agency NISA boss Abdullahi Sambalooshe has received his certificate of candidacy to contest for HOP#058 whose election is slated for in #Beledweyne town.
#Somalia. https://t.co/kwh7X24R8i"		2022-03-26T17:28:06.000Z		[]	['Abdullahi Sambalooshe']		[]	[]	[]
"Congrats @Laftagareen 🎉for the job well done &amp; YOUR DEDICATION to complete the election process! @Laftagareen has FULL RIGHTS issue certification to newly elected #Somalia🇸🇴members of Parliament!
kudos 🎉
@US2SOMALIA 
@SecBlinken 
@StateDeptSpox 
@AsstSecStateAF 
@EU_in_Somalia https://t.co/RYpoY5v8lJ"		2022-03-26T17:25:05.000Z		['@Laftagareen', '@Laftagareen', '@US2SOMALIA', '@SecBlinken', '@StateDeptSpox', '@AsstSecStateAF', '@EU_in_Somalia']	[]		[]	[]	[]
#SheekhSharif is the one enabled after 40 yrs, the first Somali election inside #Somalia. He pioneered the peaceful power transfer to his successor #HassanSheekh. I am quite skeptical, if not cynical how the incumbent will transfer the power if he looses his re-election bid!! https://t.co/ze99g3xUvF		2022-03-26T17:24:18.000Z		[]	[]		[]	[]	[]
RT @Laftagareen: I together with other FMS president’s &amp; BRA had a meeting chaired by PM Roble with representatives of the international co…		2022-03-26T17:17:18.000Z		['@Laftagareen:']	[]		[]	[]	[]
RT @alihwarsame: #Somalia is going through a rough ride but I do still see light at the end of the tunnel. Regardless of how messy the elec…		2022-03-26T16:28:17.000Z		['@alihwarsame:']	[]		[]	[]	[]
"RT @HodanHomes: Sheikh Sharif has accused Al-Shaytan of being behind the attacks on the MP.

I challenge @HESharifShAhmed to become Ministe…"		2022-03-26T15:16:26.000Z		['@HodanHomes:', '@HESharifShAhmed']	[]		['Sheikh']	['Togdheer']	['Sheikh']
SWS Prez @Laftagareen certifies the recently elected federal parliamentarian members from the state following the conclusion of the polls. #Somalia gears up for the federal presidential election as the prolonged polls wrap up. #Somalia https://t.co/Rhl8UObR2h		2022-03-26T15:00:29.000Z		['@Laftagareen']	[]		[]	[]	[]
RT @JustAwHirsi: The Somalia election will not be determined by paid trolls who heap insults and death threats on anyone deemed to be think…		2022-03-26T14:55:13.000Z		['@JustAwHirsi:']	[]		[]	[]	[]
"@SomaliStarPost @Laftagareen Fantastic news 👏

This bloody long “election” is finally coming to an end. 

We must commend President @Laftagareen for being the 1st past the finishing line. 

#Somalia"		2022-03-26T14:36:33.000Z		['@SomaliStarPost', '@Laftagareen', '@Laftagareen']	[]		[]	[]	[]
"RT @HodanHomes: Sheikh Sharif has accused Al-Shaytan of being behind the attacks on the MP.

I challenge @HESharifShAhmed to become Ministe…"		2022-03-26T14:34:53.000Z		['@HodanHomes:', '@HESharifShAhmed']	[]		['Sheikh']	['Togdheer']	['Sheikh']
RT @JustAwHirsi: The Somalia election will not be determined by paid trolls who heap insults and death threats on anyone deemed to be think…		2022-03-26T14:23:50.000Z		['@JustAwHirsi:']	[]		[]	[]	[]
RT @alihwarsame: #Somalia is going through a rough ride but I do still see light at the end of the tunnel. Regardless of how messy the elec…		2022-03-26T14:22:46.000Z		['@alihwarsame:']	[]		[]	[]	[]
RT @alihwarsame: #Somalia is going through a rough ride but I do still see light at the end of the tunnel. Regardless of how messy the elec…		2022-03-26T14:18:34.000Z		['@alihwarsame:']	[]		[]	[]	[]
"Sheikh Sharif has accused Al-Shaytan of being behind the attacks on the MP.

I challenge @HESharifShAhmed to become Minister of defence in the next Farmajo government and clean the Terror group from Somalia 🇸🇴.

He will be the Nation's first choice for 2026 election. https://t.co/Nz232daBkq"		2022-03-26T14:17:14.000Z		['@HESharifShAhmed']	[]		['Sheikh']	['Togdheer']	['Sheikh']
RT @JustAwHirsi: The Somalia election will not be determined by paid trolls who heap insults and death threats on anyone deemed to be think…		2022-03-26T14:00:46.000Z		['@JustAwHirsi:']	[]		[]	[]	[]
"… issues, saying anything about this delay?

Don’t let the Sahan spy and their minions distract you from the Garbahaarrey election. 

Garbahaarrey is peaceful. 

Long live united, peaceful and prosperous #Somalia🇸🇴."		2022-03-26T13:48:02.000Z		[]	[]		[]	[]	[]
RT @GaroweOnline: #cartoon Ignoring security and failing to control the security agencies resulted in growing terrorist attacks and cast do…		2022-03-26T13:36:22.000Z		['@GaroweOnline:']	[]		[]	[]	[]
RT @JustAwHirsi: The Somalia election will not be determined by paid trolls who heap insults and death threats on anyone deemed to be think…		2022-03-26T13:35:19.000Z		['@JustAwHirsi:']	[]		[]	[]	[]
RT @alihwarsame: #Somalia is going through a rough ride but I do still see light at the end of the tunnel. Regardless of how messy the elec…		2022-03-26T13:28:45.000Z		['@alihwarsame:']	[]		[]	[]	[]
@RAbdiAnalyst @HassanSMohamud 1/2 The contrast between HSM's final year &amp; election vs Farmajo's final year of election is so stark that 2022 feels if we are in never ending nightmare dreams. In 2016 elections were exhilarating, ended peaceful &amp; celebratory.   #Somalia		2022-03-26T12:50:10.000Z		['@RAbdiAnalyst', '@HassanSMohamud']	[]		[]	[]	[]
Shabaab kills dozens in twin suicide bombings targeting Somalia’s election process | FDD's Long War Journal https://t.co/FgzcB41zWd		2022-03-26T12:40:21.000Z		[]	[]		[]	[]	[]
RT @GaroweOnline: #cartoon Ignoring security and failing to control the security agencies resulted in growing terrorist attacks and cast do…		2022-03-26T11:52:11.000Z		['@GaroweOnline:']	[]		[]	[]	[]
RT @GaroweOnline: #cartoon Ignoring security and failing to control the security agencies resulted in growing terrorist attacks and cast do…		2022-03-26T11:46:27.000Z		['@GaroweOnline:']	[]		[]	[]	[]
RT @alihwarsame: #Somalia is going through a rough ride but I do still see light at the end of the tunnel. Regardless of how messy the elec…		2022-03-26T11:44:19.000Z		['@alihwarsame:']	[]		[]	[]	[]
RT @GaroweOnline: #cartoon Ignoring security and failing to control the security agencies resulted in growing terrorist attacks and cast do…		2022-03-26T11:43:34.000Z		['@GaroweOnline:']	[]		[]	[]	[]
RT @alihwarsame: #Somalia is going through a rough ride but I do still see light at the end of the tunnel. Regardless of how messy the elec…		2022-03-26T11:23:08.000Z		['@alihwarsame:']	[]		[]	[]	[]
RT @alihwarsame: #Somalia is going through a rough ride but I do still see light at the end of the tunnel. Regardless of how messy the elec…		2022-03-26T11:21:41.000Z		['@alihwarsame:']	[]		[]	[]	[]
RT @alihwarsame: #Somalia is going through a rough ride but I do still see light at the end of the tunnel. Regardless of how messy the elec…		2022-03-26T11:20:16.000Z		['@alihwarsame:']	[]		[]	[]	[]
Shabaab kills dozens in twin suicide bombings targeting Somalia’s election process | FDD's Long War Journal https://t.co/uxr5ttZitM		2022-03-26T11:00:02.000Z		[]	[]		[]	[]	[]
Shabaab kills dozens in twin suicide bombings targeting Somalia’s election process | FDD's Long War Journal https://t.co/uVNm2telVJ		2022-03-26T10:50:35.000Z		[]	[]		[]	[]	[]
RT @alihwarsame: #Somalia is going through a rough ride but I do still see light at the end of the tunnel. Regardless of how messy the elec…		2022-03-26T10:49:26.000Z		['@alihwarsame:']	[]		[]	[]	[]
RT @GaroweOnline: .@GaroweOnline @TwitterSpaces discussion with Presidential Candidate on #Somalia’s Post-Election Reconciliation and Insti…		2022-03-26T10:28:31.000Z		['@GaroweOnline:', '@GaroweOnline', '@TwitterSpaces']	[]		[]	[]	[]
RT @GaroweOnline: .@GaroweOnline @TwitterSpaces discussion with Presidential Candidate on #Somalia’s Post-Election Reconciliation and Insti…		2022-03-26T10:27:37.000Z		['@GaroweOnline:', '@GaroweOnline', '@TwitterSpaces']	[]		[]	[]	[]
RT @GaroweOnline: .@GaroweOnline @TwitterSpaces discussion with Presidential Candidate on #Somalia’s Post-Election Reconciliation and Insti…		2022-03-26T10:26:53.000Z		['@GaroweOnline:', '@GaroweOnline', '@TwitterSpaces']	[]		[]	[]	[]
RT @cinema_kk: @OgadenWar Actually,@WilliamsRuto has boldly claimed that @M_Farmaajo is not coming back….This is not election but selection…		2022-03-26T10:23:34.000Z		['@cinema_kk:', '@OgadenWar', '@WilliamsRuto', '@M_Farmaajo']	[]		[]	[]	[]
